make,model,year,esc_consensus,T_assign,v2_action
DODGE,MAGNUM,2006,Standard,1.0,carried
MERCURY,MILAN,2006,No,0.0,carried
MAZDA,MPV,2002,No,0.0,carried
VOLVO,S60,2002,Optional,,carried
SAAB,9-3,2000,not_found,,carried
HONDA,PASSPORT,2001,No,0.0,carried
LEXUS,GX,2004,not_found,,rescue_failed
HONDA,S2000,2005,No,0.0,carried
NISSAN,MAXIMA,2003,No,0.0,carried
LINCOLN,CONTINENTAL,2001,not_found,,carried
CHEVROLET,TRACKER,2003,No,0.0,carried
LINCOLN,TOWN CAR,2004,No,0.0,carried
FORD,F-350,2008,No,0.0,carried
MITSUBISHI,ENDEAVOR,2006,Optional,,carried
PONTIAC,GTO,2006,No,0.0,carried
LEXUS,ES,2009,not_found,,rescue_failed
LAND ROVER,DISCOVERY,2000,not_found,,carried
SATURN,LS2,2002,not_found,,carried
MERCEDES-BENZ,S-CLASS,2007,Standard,1.0,carried
TOYOTA,FJ CRUISER,2010,Standard,1.0,carried
TOYOTA,TACOMA,2004,Optional,,carried
ACURA,RL,2006,Standard,1.0,rescued
PONTIAC,SUNFIRE,2002,No,0.0,carried
MERCEDES-BENZ,CLK-CLASS,2009,Standard,1.0,carried
LEXUS,LX,2002,not_found,,rescue_failed
KIA,SEDONA,2009,Standard,1.0,carried
BUICK,RENDEZVOUS,2003,No,0.0,carried
MAZDA,PROTEGE,2003,No,0.0,carried
INFINITI,M35,2007,not_found,,carried
BMW,525IA,2003,not_found,,carried
FORD,CROWN VICTORIA,2001,No,0.0,carried
MERCEDES-BENZ,CL-CLASS,2004,Standard,1.0,carried
BMW,535I,2008,not_found,,carried
TOYOTA,SCION XB,2009,Standard,1.0,carried
VOLKSWAGEN,BEETLE,2008,not_found,,carried
ACURA,INTEGRA,2001,not_found,,carried
GMC,YUKON XL,2010,Standard,1.0,carried
SUBARU,B9 TRIBECA,2006,not_found,,carried
LEXUS,GX,2009,not_found,,rescue_failed
KIA,OPTIMA,2010,Standard,1.0,carried
MAZDA,RX-8,2006,Optional,,carried
CADILLAC,STS,2006,Standard,1.0,carried
VOLVO,S80,2001,Optional,,carried
AUDI,TT,2004,Standard,1.0,rescued
CHEVROLET,CORVETTE,2008,Standard,1.0,carried
INFINITI,M45,2003,Standard,1.0,carried
LEXUS,LX,2003,not_found,,rescue_failed
VOLVO,XC90,2009,Standard,1.0,carried
INFINITI,FX35,2003,not_found,,carried
INFINITI,Q45,2000,not_found,,carried
NISSAN,QUEST,2008,Optional,,carried
ACURA,TL,2009,Standard,1.0,rescued
BMW,M3,2008,not_found,,rescue_failed
CHEVROLET,LUMINA,2001,No,0.0,carried
INFINITI,QX4,2001,No,0.0,carried
BMW,135I,2010,not_found,,carried
AUDI,S5,2009,Standard,1.0,rescued
SUZUKI,SX4,2008,Optional,,carried
PONTIAC,SUNFIRE,2004,No,0.0,carried
LEXUS,IS,2001,not_found,,rescue_failed
SUZUKI,AERIO,2003,No,0.0,carried
VOLVO,S60,2009,Standard,1.0,carried
MERCURY,SABLE,2009,Standard,1.0,carried
HONDA,S2000,2000,not_found,,carried
CHEVROLET,TAHOE,2000,No,0.0,carried
SUZUKI,FORENZA,2008,No,0.0,carried
NISSAN,QUEST,2004,Optional,,carried
KIA,RIO,2002,No,0.0,carried
MERCEDES-BENZ,R-CLASS,2006,Standard,1.0,carried
GMC,SAFARI,2000,No,0.0,carried
PONTIAC,MONTANA/ SV6,2002,not_found,,carried
INFINITI,EX35,2010,Standard,1.0,carried
LINCOLN,AVIATOR,2004,Optional,,carried
FORD,EXPLORER SPORT,2003,No,0.0,carried
MERCEDES-BENZ,GL-CLASS,2007,Standard,1.0,carried
BMW,325I,2001,not_found,,carried
BMW,330I,2004,not_found,,carried
JAGUAR,VANDEN PLAS,2002,not_found,,carried
VOLKSWAGEN,JETTA WAGON,2002,Optional,,carried
CADILLAC,SRX,2008,Standard,1.0,carried
HYUNDAI,VERACRUZ,2008,Standard,1.0,carried
DODGE,STRATUS,2003,No,0.0,carried
BUICK,LESABRE,2003,Optional,,carried
MITSUBISHI,ENDEAVOR,2007,Standard,1.0,carried
MAZDA,MAZDA3,2009,Optional,,carried
HYUNDAI,TUCSON,2009,Standard,1.0,carried
CHRYSLER,PACIFICA,2008,Standard,1.0,carried
MERCEDES-BENZ,S-CLASS,2001,not_found,,carried
SUBARU,OUTBACK,2006,Optional,,carried
CHRYSLER,LHS,2000,No,0.0,carried
VOLVO,XC70,2010,Standard,1.0,carried
VOLVO,S40,2003,No,0.0,carried
MITSUBISHI,DIAMANTE,2000,not_found,,carried
MAZDA,MAZDA5,2009,No,0.0,carried
CHEVROLET,CAMARO,2000,No,0.0,carried
BUICK,REGAL,2002,No,0.0,carried
PONTIAC,BONNEVILLE,2004,Optional,,carried
BMW,325XI,2006,not_found,,carried
AUDI,RS6,2003,Standard,1.0,carried
DODGE,RAM VAN,2001,No,0.0,carried
VOLVO,S80,2008,Standard,1.0,carried
JEEP,CHEROKEE,2005,not_found,,carried
CHRYSLER,CONCORDE,2000,No,0.0,carried
DODGE,CHALLENGER,2009,Optional,,carried
MITSUBISHI,ENDEAVOR,2010,Standard,1.0,carried
CHEVROLET,MONTE CARLO,2005,No,0.0,carried
TOYOTA,COROLLA MATRIX,2004,No,0.0,carried
LINCOLN,CONTINENTAL,2000,not_found,,carried
LINCOLN,LS,2001,Optional,,rescued
KIA,AMANTI,2007,Optional,,carried
VOLVO,C70,2003,Optional,,carried
MERCEDES-BENZ,SLK-CLASS,2001,not_found,,carried
MAZDA,MX-5,2003,not_found,,carried
CHRYSLER,CIRRUS,2000,No,0.0,carried
SUZUKI,XL7,2007,Standard,1.0,carried
KIA,RIO,2004,No,0.0,carried
DODGE,NITRO,2010,Standard,1.0,carried
OLDSMOBILE,BRAVADA,2003,No,0.0,carried
BUICK,PARK AVENUE,2001,Optional,,carried
BUICK,REGAL,2004,No,0.0,carried
KIA,AMANTI,2006,Optional,,carried
SAAB,9-3,2006,Standard,1.0,carried
SUZUKI,SX4,2007,Optional,,carried
ACURA,TL,2008,Standard,1.0,rescued
LEXUS,HS,2010,not_found,,rescue_failed
VOLVO,XC70,2007,Standard,1.0,carried
SAAB,9-3,2009,Standard,1.0,carried
TOYOTA,LAND CRUISER,2006,not_found,,carried
VOLKSWAGEN,BEETLE,2002,not_found,,carried
LAND ROVER,LR2,2008,Standard,1.0,carried
NISSAN,MAXIMA,2008,Optional,,carried
DODGE,MAGNUM,2008,Optional,,carried
OLDSMOBILE,SILHOUETTE,2000,No,0.0,carried
JEEP,COMPASS,2010,Standard,1.0,carried
SATURN,ASTRA,2008,Optional,,carried
VOLVO,V70,2005,Optional,,carried
MERCURY,GRAND MARQUIS,2009,No,0.0,carried
MINI,COOPER,2007,Optional,,carried
BMW,M3CI,2002,not_found,,carried
SATURN,SC2,2002,not_found,,carried
AUDI,A6,2000,not_found,,rescue_failed
BMW,550I,2008,not_found,,carried
MITSUBISHI,MIRAGE,2000,not_found,,carried
NISSAN,QUEST,2006,Optional,,carried
VOLVO,XC90,2004,Standard,1.0,carried
MINI,CLUBMAN,2009,Standard,1.0,carried
GMC,YUKON XL,2008,Standard,1.0,carried
PORSCHE,CAYENNE,2005,Standard,1.0,carried
TOYOTA,AVALON,2009,Standard,1.0,carried
SATURN,OUTLOOK,2009,Standard,1.0,carried
TOYOTA,PRIUS,2001,Optional,,carried
HYUNDAI,TIBURON,2003,Optional,,carried
SATURN,RELAY,2006,Optional,,carried
SATURN,SC2,2000,not_found,,carried
MITSUBISHI,ECLIPSE SPYDER,2002,No,0.0,carried
MERCEDES-BENZ,SL-CLASS,2004,Standard,1.0,carried
LINCOLN,AVIATOR,2005,Standard,1.0,carried
INFINITI,FX35,2005,not_found,,carried
CHEVROLET,BLAZER,2004,No,0.0,carried
WILSON TRAILER CO.,WILSON TRAILER CO.,2007,not_found,,carried
HYUNDAI,AZERA,2009,Standard,1.0,carried
VOLVO,S60,2003,Optional,,carried
MITSUBISHI,LANCER,2007,No,0.0,carried
HUMMER,H2,2005,No,0.0,rescued
KIA,SPECTRA LD,2002,No,0.0,carried
MERCEDES-BENZ,SLK-CLASS,2009,Standard,1.0,carried
VOLKSWAGEN,RABBIT,2008,Optional,,carried
DODGE,CHALLENGER,2010,Optional,,carried
SATURN,SC1,2000,not_found,,carried
SATURN,VUE,2009,Standard,1.0,carried
VOLKSWAGEN,GOLF,2004,Optional,,carried
HYUNDAI,AZERA,2008,Standard,1.0,carried
MERCURY,VILLAGER,2001,No,0.0,carried
PONTIAC,TORRENT,2008,Standard,1.0,carried
BMW,330XI,2006,not_found,,carried
BUICK,LUCERNE,2009,Optional,,carried
CHEVROLET,CORVETTE,2004,Standard,1.0,carried
AUDI,A4,2002,Standard,1.0,rescued
BMW,135I,2009,not_found,,carried
SUZUKI,FORENZA,2005,No,0.0,carried
MERCURY,MOUNTAINEER,2009,Standard,1.0,carried
VOLKSWAGEN,BEETLE,2007,not_found,,carried
SUZUKI,GRAND VITARA,2004,No,0.0,carried
SMART,FORTWO,2009,Standard,1.0,carried
SATURN,LW1,2002,not_found,,carried
BMW,325CI,2000,not_found,,carried
MERCEDES-BENZ,SL-CLASS,2002,Standard,1.0,carried
MAZDA,RX-8,2004,Optional,,carried
FORD,ZX2,2000,not_found,,carried
MERCEDES-BENZ,CLK-CLASS,2004,Standard,1.0,carried
DODGE,RAM,2010,ambiguous,,carried
BMW,X5,2010,Standard,1.0,rescued
PORSCHE,CAYENNE,2009,Standard,1.0,carried
VOLKSWAGEN,GTI,2007,Standard,1.0,carried
SATURN,LS1,2001,not_found,,carried
VOLKSWAGEN,TIGUAN,2009,Standard,1.0,carried
VOLKSWAGEN,JETTA WAGON,2009,Standard,1.0,carried
BMW,Z4,2009,not_found,,rescue_failed
TOYOTA,SCION XB,2004,Standard,1.0,carried
MITSUBISHI,OUTLANDER,2009,Standard,1.0,carried
HYUNDAI,ENTOURAGE,2008,Standard,1.0,carried
ACURA,RL,2004,Standard,1.0,rescued
TOYOTA,CAMRY SOLARA,2003,Optional,,carried
VOLKSWAGEN,TOUAREG,2006,Standard,1.0,carried
MERCEDES-BENZ,SLK-CLASS,2000,not_found,,carried
SAAB,9-5,2009,Standard,1.0,carried
BMW,M3CIC,2004,not_found,,carried
SUZUKI,VERONA,2004,No,0.0,carried
OLDSMOBILE,SILHOUETTE,2001,No,0.0,carried
PORSCHE,CAYENNE,2006,Standard,1.0,carried
KIA,AMANTI,2005,Optional,,carried
TOYOTA,AVALON,2010,Standard,1.0,carried
GMC,YUKON,2010,Standard,1.0,carried
BMW,750I,2009,not_found,,carried
INFINITI,FX35,2010,not_found,,carried
HYUNDAI,TUCSON,2010,Standard,1.0,carried
CHRYSLER,CROSSFIRE,2006,Standard,1.0,carried
INFINITI,FX45,2003,Standard,1.0,carried
MITSUBISHI,MONTERO SPORT,2004,No,0.0,carried
MERCEDES-BENZ,S-CLASS,2004,Standard,1.0,carried
ACURA,RSX,2004,No,0.0,carried
MERCURY,VILLAGER,2000,No,0.0,carried
LINCOLN,TOWN CAR,2010,No,0.0,carried
BMW,750I,2001,not_found,,carried
LAND ROVER,FREELANDER,2005,No,0.0,carried
TOYOTA,ECHO,2002,No,0.0,carried
AUDI,A4,2001,not_found,,rescue_failed
MERCEDES-BENZ,SL-CLASS,2008,Standard,1.0,carried
MERCEDES-BENZ,M-CLASS,2002,not_found,,carried
BMW,745LI,2005,not_found,,carried
JEEP,COMMANDER,2008,Standard,1.0,carried
HYUNDAI,GENESIS,2010,Standard,1.0,carried
MERCEDES-BENZ,E-CLASS,2001,not_found,,carried
KIA,RONDO,2010,Standard,1.0,carried
NISSAN,ARMADA,2009,Standard,1.0,carried
BMW,540I,2001,not_found,,carried
VOLKSWAGEN,GTI,2003,not_found,,carried
KIA,AMANTI,2008,Optional,,carried
GMC,SAFARI,2005,No,0.0,carried
PONTIAC,AZTEK,2002,No,0.0,carried
VOLKSWAGEN,EOS,2010,Standard,1.0,carried
DODGE,RAM,2004,No,0.0,carried
ACURA,RL,2001,Standard,1.0,rescued
SAAB,9-5,2001,not_found,,carried
BMW,330I,2003,not_found,,carried
VOLVO,XC90,2007,Standard,1.0,carried
FORD,ESCORT,2000,No,0.0,carried
INFINITI,I35,2003,Optional,,carried
JAGUAR,X-TYPE,2003,Optional,,carried
FORD,E-350,2004,not_found,,carried
BMW,Z3,2001,not_found,,rescue_failed
HONDA,S2000,2004,No,0.0,carried
GMC,SAVANA,2007,Optional,,carried
LAND ROVER,DISCOVERY,2003,No,0.0,carried
HYUNDAI,SANTA FE,2002,No,0.0,carried
LINCOLN,NAVIGATOR,2001,No,0.0,carried
BENTLEY,CONTINENTAL,2007,Standard,1.0,carried
BMW,128I,2008,not_found,,carried
VOLVO,S80,2002,Optional,,carried
LAND ROVER,RANGE ROVER,2008,Standard,1.0,carried
SATURN,LS1,2002,not_found,,carried
VOLVO,C70,2006,not_found,,carried
TOYOTA,ECHO,2005,No,0.0,carried
INFINITI,EX35,2009,Standard,1.0,carried
CHRYSLER,PT CRUISER,2009,No,0.0,carried
SATURN,SKY,2009,Standard,1.0,carried
BMW,530I,2004,not_found,,carried
LAND ROVER,RANGE ROVER,2010,Standard,1.0,carried
HYUNDAI,ACCENT,2005,No,0.0,carried
MERCEDES-BENZ,CLK-CLASS,2006,Standard,1.0,carried
LINCOLN,LS,2002,Optional,,rescued
VOLKSWAGEN,GOLF,2001,No,0.0,carried
PLYMOUTH,GRAND VOYAGER,2000,No,0.0,carried
VOLKSWAGEN,RABBIT,2006,not_found,,carried
AUDI,S4,2008,Standard,1.0,rescued
MERCEDES-BENZ,R-CLASS,2009,Standard,1.0,carried
BMW,750XI,2010,not_found,,carried
CHRYSLER,GRAND VOYAGER,2000,not_found,,carried
BMW,550I,2006,not_found,,carried
INFINITI,FX35,2007,not_found,,carried
DODGE,RAM,2001,No,0.0,carried
MERCEDES-BENZ,GL-CLASS,2009,Standard,1.0,carried
BMW,535I,2010,not_found,,carried
BMW,750LXI,2010,not_found,,carried
LEXUS,IS,2005,not_found,,rescue_failed
FORD,E-350,2006,Standard,1.0,carried
JAGUAR,XJ,2004,Standard,1.0,rescued
BMW,740I,2001,not_found,,carried
DODGE,INTREPID,2003,No,0.0,carried
ISUZU,TROOPER,2001,not_found,,carried
FORD,E-150,2005,No,0.0,carried
AUDI,A4,2003,Standard,1.0,rescued
VOLVO,V70,2006,Optional,,carried
DODGE,SPRINTER,2005,not_found,,carried
BMW,325XI,2005,not_found,,carried
BMW,530I,2001,not_found,,carried
DODGE,DAKOTA,2006,No,0.0,carried
TOYOTA,TACOMA,2007,Optional,,carried
BUICK,TERRAZA,2005,Optional,,carried
BMW,528XI,2008,not_found,,carried
BMW,X5,2007,Standard,1.0,rescued
AUDI,S4,2001,not_found,,rescue_failed
SATURN,SL,2002,No,0.0,rescued
JAGUAR,S-TYPE,2001,not_found,,carried
BUICK,ALLURE,2006,not_found,,carried
CHRYSLER,ASPEN,2008,Standard,1.0,carried
VOLKSWAGEN,GTI,2010,Standard,1.0,carried
MERCEDES-BENZ,M-CLASS,2006,not_found,,carried
FORD,F-150,2002,No,0.0,carried
CHEVROLET,MONTE CARLO,2007,No,0.0,carried
NISSAN,ARMADA,2010,Standard,1.0,carried
AUDI,Q7,2009,Standard,1.0,rescued
INFINITI,QX56,2008,Standard,1.0,carried
LAND ROVER,RANGE ROVER,2002,No,0.0,carried
LEXUS,LS,2002,not_found,,rescue_failed
HONDA,S2000,2002,No,0.0,carried
LINCOLN,NAVIGATOR,2009,Standard,1.0,carried
BMW,530I,2006,not_found,,carried
BMW,740LI,2000,not_found,,carried
CHEVROLET,S-10 PICKUP,2003,No,0.0,carried
CHRYSLER,300,2001,not_found,,carried
AUDI,A8,2007,Standard,1.0,rescued
BMW,325CI,2005,not_found,,carried
FORD,THUNDERBIRD,2002,No,0.0,carried
TOYOTA,PRIUS,2003,Optional,,carried
MERCEDES-BENZ,M-CLASS,2005,not_found,,carried
MAZDA,TRIBUTE,2008,ambiguous,,carried
MITSUBISHI,DIAMANTE,2003,No,0.0,carried
MERCEDES-BENZ,S-CLASS,2008,Standard,1.0,carried
INFINITI,Q45,2005,Standard,1.0,carried
SATURN,SC1,2001,not_found,,carried
MERCURY,MOUNTAINEER,2008,Standard,1.0,carried
LEXUS,LS,2006,not_found,,rescue_failed
LAND ROVER,RANGE ROVER,2004,Standard,1.0,carried
CHEVROLET,ASTRO VAN,2004,No,0.0,carried
CHRYSLER,300,2002,not_found,,carried
SUZUKI,GRAND VITARA,2002,No,0.0,carried
CHEVROLET,METRO,2001,not_found,,carried
MITSUBISHI,OUTLANDER,2003,No,0.0,carried
TOYOTA,TUNDRA,2006,Optional,,carried
DODGE,RAM,2006,No,0.0,carried
MAZDA,MILLENIA,2000,not_found,,carried
BMW,330XI,2003,not_found,,carried
FORD,E-450,2003,not_found,,carried
AUDI,A3,2010,Standard,1.0,rescued
LEXUS,LX,2005,not_found,,rescue_failed
BMW,750LI,2006,not_found,,carried
LEXUS,LX,2010,not_found,,rescue_failed
CADILLAC,STS,2009,Standard,1.0,carried
ACURA,CL,2002,Optional,,rescued
CHRYSLER,VOYAGER,2003,No,0.0,carried
BMW,330XI,2005,not_found,,carried
LAMBORGHINI,MURCIELAGO,2010,not_found,,carried
SAAB,9-3,2008,Standard,1.0,carried
FORD,RANGER,2000,No,0.0,carried
SUBARU,B9 TRIBECA,2008,not_found,,carried
DODGE,DAKOTA,2001,No,0.0,carried
FORD,E-250,2007,not_found,,carried
PONTIAC,SOLSTICE,2008,Optional,,carried
VOLKSWAGEN,GOLF,2000,No,0.0,carried
CHEVROLET,SILVERADO,2005,No,0.0,carried
MERCEDES-BENZ,GL-CLASS,2010,Standard,1.0,carried
BMW,335I,2008,not_found,,carried
BMW,M3,2004,Standard,1.0,rescued
MERCEDES-BENZ,M-CLASS,2003,not_found,,carried
INFINITI,QX56,2005,Standard,1.0,carried
TOYOTA,TUNDRA,2007,Standard,1.0,carried
CHEVROLET,SILVERADO,2008,Optional,,carried
FORD,RANGER,2008,No,0.0,carried
GMC,SIERRA,2006,No,0.0,carried
SUBARU,IMPREZA,2000,not_found,,carried
FORD,F-150,2007,Optional,,carried
VOLKSWAGEN,RABBIT,2009,Standard,1.0,carried
MERCEDES-BENZ,CL-CLASS,2005,Standard,1.0,carried
MINI,COOPER,2002,Optional,,carried
JAGUAR,XF,2010,Standard,1.0,rescued
PONTIAC,G5,2008,Optional,,rescued
INFINITI,Q45,2002,Standard,1.0,carried
CHEVROLET,CORVETTE,2003,Standard,1.0,carried
MITSUBISHI,MIRAGE,2001,not_found,,carried
PORSCHE,911,2000,not_found,,carried
FORD,E-250,2006,not_found,,carried
BMW,525I,2002,not_found,,carried
FORD,EXPEDITION MAX,2009,Standard,1.0,carried
AUDI,S4,2006,Standard,1.0,rescued
CADILLAC,DTS,2007,Optional,,carried
VOLVO,C70,2008,Standard,1.0,carried
CHEVROLET,COLORADO,2004,No,0.0,carried
VOLKSWAGEN,JETTA WAGON,2003,Optional,,carried
HYUNDAI,VERACRUZ,2010,Standard,1.0,carried
SUBARU,LEGACY,2010,Standard,1.0,carried
BMW,M5,2002,Standard,1.0,rescued
AUDI,A6,2001,not_found,,rescue_failed
FORD,E-250,2005,not_found,,carried
KIA,SEDONA,2010,Standard,1.0,carried
TOYOTA,TACOMA,2010,Standard,1.0,carried
MINI,COOPER CONVERTIBLE,2010,Standard,1.0,carried
VOLKSWAGEN,TOUAREG,2005,Standard,1.0,carried
INFINITI,G20,2000,not_found,,carried
SAAB,9-5,2002,Optional,,carried
FORD,E-350,2008,Standard,1.0,carried
HUMMER,H3T,2009,Standard,1.0,carried
BMW,320I,2005,not_found,,carried
AUDI,Q7,2010,Standard,1.0,rescued
MINI,COOPER,2003,Optional,,carried
INFINITI,QX4,2002,No,0.0,carried
HYUNDAI,VERACRUZ,2007,Standard,1.0,carried
OLDSMOBILE,SILHOUETTE,2002,No,0.0,carried
SUZUKI,VITARA,2001,No,0.0,carried
LEXUS,GS,2004,not_found,,rescue_failed
BMW,335I,2010,not_found,,carried
JAGUAR,XJ,2005,Standard,1.0,rescued
LEXUS,LS,2005,not_found,,rescue_failed
LINCOLN,NAVIGATOR,2002,No,0.0,carried
BMW,328I,2000,not_found,,carried
ISUZU,ASCENDER,2006,Standard,1.0,carried
FORD,F-550,2008,not_found,,carried
LAND ROVER,DISCOVERY,2001,not_found,,carried
BMW,328CI,2000,not_found,,carried
MASERATI,QUATTROPORTE,2005,not_found,,carried
AUDI,A5,2009,Standard,1.0,rescued
DODGE,DAKOTA,2005,No,0.0,carried
FORD,E-150,2001,not_found,,carried
CHEVROLET,SUBURBAN,2006,Standard,1.0,carried
KIA,OPTIMA,2001,not_found,,carried
BMW,330I,2002,not_found,,carried
BMW,X3,2010,Standard,1.0,rescued
FORD,RANGER,2004,No,0.0,carried
TOYOTA,TACOMA,2001,No,0.0,carried
CHEVROLET,METRO,2000,not_found,,carried
MINI,COOPER CONVERTIBLE,2005,Optional,,carried
PONTIAC,G8,2008,Standard,1.0,rescued
TOYOTA,COROLLA MATRIX,2010,Standard,1.0,carried
NISSAN,QUEST,2000,No,0.0,carried
HYUNDAI,VERACRUZ,2009,Standard,1.0,carried
SAAB,9-3,2002,No,0.0,carried
VOLKSWAGEN,GOLF,2003,Optional,,carried
MERCEDES-BENZ,G-CLASS,2003,not_found,,carried
TOYOTA,SCION XA,2004,No,0.0,carried
BMW,528I,2000,not_found,,carried
JAGUAR,XJ8,2001,not_found,,carried
FORD,RANGER,2002,No,0.0,carried
VOLVO,XC70,2008,Standard,1.0,carried
ISUZU,ASCENDER,2008,Standard,1.0,carried
SAAB,9-5,2004,Standard,1.0,carried
INFINITI,FX35,2006,not_found,,carried
SAAB,9-7X,2009,Standard,1.0,carried
LAND ROVER,LR3,2006,Standard,1.0,carried
ISUZU,TROOPER,2000,not_found,,carried
VOLKSWAGEN,EUROVAN,2003,Standard,1.0,carried
PORSCHE,CAYENNE,2008,Standard,1.0,carried
SATURN,VUE,2010,Standard,1.0,carried
INFINITI,QX56,2006,Standard,1.0,carried
MAZDA,MX-5,2009,not_found,,carried
CADILLAC,CTS,2009,Standard,1.0,carried
BMW,330CI,2004,not_found,,carried
ISUZU,AXIOM,2004,No,0.0,carried
MERCEDES-BENZ,CLS-CLASS,2006,Standard,1.0,carried
BMW,760I,2006,not_found,,carried
LINCOLN,LS,2004,Optional,,rescued
CHEVROLET,UPLANDER,2009,not_found,,carried
BMW,530I,2007,not_found,,carried
MITSUBISHI FUSO,FM657,2004,not_found,,carried
BMW,Z4,2005,Standard,1.0,rescued
DODGE,RAM CHASSIS CAB,2010,not_found,,carried
BMW,650I,2007,not_found,,carried
BMW,325CIC,2005,not_found,,carried
SUZUKI,RENO,2005,No,0.0,carried
HYUNDAI,AZERA,2010,Standard,1.0,carried
CADILLAC,XLR,2006,Standard,1.0,carried
PONTIAC,FIREBIRD,2000,No,0.0,carried
ACURA,INTEGRA,2000,not_found,,carried
CHEVROLET,TRAILBLAZER,2009,Standard,1.0,carried
BMW,M5,2006,Standard,1.0,rescued
HONDA,S2000,2001,No,0.0,carried
GMC,SIERRA,2005,No,0.0,carried
LEXUS,LX,2007,not_found,,rescue_failed
LEXUS,LS,2000,not_found,,rescue_failed
BMW,530I,2003,not_found,,carried
MAZDA,PROTEGE,2001,No,0.0,carried
JAGUAR,XJ,2007,Standard,1.0,rescued
CADILLAC,DTS,2009,Standard,1.0,carried
TOYOTA,LAND CRUISER,2004,not_found,,carried
LEXUS,GS,2002,not_found,,rescue_failed
BMW,750I,2006,not_found,,carried
AUDI,ALLROAD,2004,Standard,1.0,carried
FORD,F-350,2010,No,0.0,carried
VOLKSWAGEN,JETTA WAGON,2004,Optional,,carried
SUZUKI,SX4,2010,Optional,,carried
FORD,F-250,2003,not_found,,carried
MERCEDES-BENZ,SLK-CLASS,2002,not_found,,carried
SUZUKI,VITARA,2003,No,0.0,carried
GMC,SAVANA,2006,Optional,,carried
BMW,325CI,2006,not_found,,carried
SATURN,SL,2000,No,0.0,rescued
LINCOLN,NAVIGATOR,2007,Standard,1.0,carried
VOLVO,V70,2003,Optional,,carried
SUZUKI,ESTEEM,2000,not_found,,carried
GMC,CANYON,2005,No,0.0,carried
VOLVO,V70,2000,not_found,,carried
DODGE,RAM,2008,Optional,,carried
MITSUBISHI,MONTERO,2003,No,0.0,carried
MITSUBISHI,DIAMANTE,2002,No,0.0,carried
BMW,325IT,2003,not_found,,carried
LINCOLN,LS,2005,Optional,,rescued
MERCURY,MOUNTAINEER,2001,No,0.0,carried
VOLVO,XC90,2010,Standard,1.0,carried
JAGUAR,S-TYPE,2004,Standard,1.0,carried
GMC,YUKON XL,2006,Standard,1.0,carried
CHEVROLET,EXPRESS,2004,ambiguous,,carried
JAGUAR,XJ,2002,No,0.0,rescued
VOLKSWAGEN,CABRIO,2000,not_found,,carried
HONDA,INSIGHT,2000,No,0.0,carried
MAZDA,MPV,2006,No,0.0,carried
OLDSMOBILE,BRAVADA,2004,No,0.0,carried
CADILLAC,SEVILLE,2003,Standard,1.0,carried
FORD,F-250,2008,No,0.0,carried
CHEVROLET,TRACKER,2000,not_found,,carried
AUDI,S4,2005,Standard,1.0,rescued
SUZUKI,AERIO,2006,No,0.0,carried
INFINITI,QX56,2004,not_found,,carried
AUDI,A8,2006,Standard,1.0,rescued
PONTIAC,BONNEVILLE,2003,Optional,,carried
INFINITI,QX56,2010,Standard,1.0,carried
NISSAN,FRONTIER,2003,No,0.0,carried
SUZUKI,AERIO,2004,No,0.0,carried
BUICK,PARK AVENUE,2004,Optional,,carried
JAGUAR,S-TYPE,2005,Standard,1.0,carried
CHEVROLET,CAMARO,2001,No,0.0,carried
CHEVROLET,SILVERADO,2009,Optional,,carried
TOYOTA,TACOMA,2008,Optional,,carried
BMW,325XI,2002,not_found,,carried
FORD,F-250,2010,No,0.0,carried
AUDI,TT,2002,Standard,1.0,rescued
PONTIAC,FIREBIRD,2002,No,0.0,carried
TOYOTA,SEQUOIA,2007,Standard,1.0,carried
CHRYSLER,CROSSFIRE,2005,Standard,1.0,carried
NISSAN,FRONTIER,2009,Optional,,carried
BMW,325CI,2002,not_found,,carried
BMW,128I,2009,not_found,,carried
PONTIAC,SOLSTICE,2006,No,0.0,carried
DODGE,RAM,2000,No,0.0,carried
MAZDA,MPV,2005,No,0.0,carried
GMC,SIERRA,2002,No,0.0,carried
MITSUBISHI,MIRAGE,2002,No,0.0,carried
BMW,M3,2009,not_found,,rescue_failed
HONDA,PRELUDE,2000,not_found,,carried
VOLVO,S40,2009,Standard,1.0,carried
TOYOTA,ECHO,2004,No,0.0,carried
BMW,525XI,2007,not_found,,carried
HYUNDAI,XG 350,2003,No,0.0,carried
JEEP,COMMANDER,2009,Standard,1.0,carried
DODGE,RAM,2002,No,0.0,carried
AUDI,ALLROAD,2002,Standard,1.0,carried
TOYOTA,TACOMA,2000,No,0.0,carried
ACURA,RL,2003,Standard,1.0,rescued
PORSCHE,911,2001,not_found,,carried
VOLKSWAGEN,EOS,2009,Standard,1.0,carried
FORD,E-350,2010,Standard,1.0,carried
JAGUAR,VANDEN PLAS,2001,not_found,,carried
CHEVROLET,CORVETTE,2007,Standard,1.0,carried
AUDI,TT,2003,Standard,1.0,rescued
VOLKSWAGEN,GTI,2008,Standard,1.0,carried
HONDA,INSIGHT,2006,No,0.0,carried
KIA,AMANTI,2009,Standard,1.0,carried
CHRYSLER,ASPEN,2009,Standard,1.0,carried
VOLKSWAGEN,TIGUAN,2010,Standard,1.0,carried
ACURA,RL,2002,Standard,1.0,rescued
CADILLAC,ESCALADE,2006,Standard,1.0,carried
